Old,Ecclesiastes,1,1,Eccl1:1 ,"The words of the Preacher, the son of David, king in Jerusalem."
Old,Ecclesiastes,1,2,Eccl1:2 ,"Vanity of vanities, saith the Preacher, vanity of vanities; all is vanity."
Old,Ecclesiastes,1,3,Eccl1:3 ,What profit hath a man of all his labour which he taketh under the sun?
Old,Ecclesiastes,1,4,Eccl1:4 ,"One generation passeth away, and another generation cometh: but the earth abideth for ever."
Old,Ecclesiastes,1,5,Eccl1:5 ,"The sun also ariseth, and the sun goeth down, and hasteth to his place where he arose."
Old,Ecclesiastes,1,6,Eccl1:6 ,"The wind goeth toward the south, and turneth about unto the north; it whirleth about continually, and the wind returneth again according to his circuits."
Old,Ecclesiastes,1,7,Eccl1:7 ,"All the rivers run into the sea; yet the sea is not full; unto the place from whence the rivers come, thither they return again."
Old,Ecclesiastes,1,8,Eccl1:8 ,"All things are full of labour; man cannot utter it: the eye is not satisfied with seeing, nor the ear filled with hearing."
Old,Ecclesiastes,1,9,Eccl1:9 ,"The thing that hath been, it is that which shall be; and that which is done is that which shall be done: and there is no new thing under the sun."
Old,Ecclesiastes,1,10,Eccl1:10 ,"Is there any thing whereof it may be said, See, this is new? it hath been already of old time, which was before us."
Old,Ecclesiastes,1,11,Eccl1:11 ,There is no remembrance of former things; neither shall there be any remembrance of things that are to come with those that shall come after.
Old,Ecclesiastes,1,12,Eccl1:12 ,I the Preacher was king over Israel in Jerusalem.
Old,Ecclesiastes,1,13,Eccl1:13 ,And I gave my heart to seek and search out by wisdom concerning all things that are done under heaven: this sore travail hath God given to the sons of man to be exercised therewith.
Old,Ecclesiastes,1,14,Eccl1:14 ,"I have seen all the works that are done under the sun; and, behold, all is vanity and vexation of spirit."
Old,Ecclesiastes,1,15,Eccl1:15 ,That which is crooked cannot be made straight: and that which is wanting cannot be numbered.
Old,Ecclesiastes,1,16,Eccl1:16 ,"I communed with mine own heart, saying, Lo, I am come to great estate, and have gotten more wisdom than all they that have been before me in Jerusalem: yea, my heart had great experience of wisdom and knowledge."
Old,Ecclesiastes,1,17,Eccl1:17 ,"And I gave my heart to know wisdom, and to know madness and folly: I perceived that this also is vexation of spirit."
Old,Ecclesiastes,1,18,Eccl1:18 ,For in much wisdom is much grief: and he that increaseth knowledge increaseth sorrow.
Old,Ecclesiastes,2,1,Eccl2:1 ,"I said in mine heart, Go to now, I will prove thee with mirth, therefore enjoy pleasure: and, behold, this also is vanity."
Old,Ecclesiastes,2,2,Eccl2:2 ,"I said of laughter, It is mad: and of mirth, What doeth it?"
Old,Ecclesiastes,2,3,Eccl2:3 ,"I sought in mine heart to give myself unto wine, yet acquainting mine heart with wisdom; and to lay hold on folly, till I might see what was that good for the sons of men, which they should do under the heaven all the days of their life."
Old,Ecclesiastes,2,4,Eccl2:4 ,I made me great works; I builded me houses; I planted me vineyards:
Old,Ecclesiastes,2,5,Eccl2:5 ,"I made me gardens and orchards, and I planted trees in them of all kind of fruits:"
Old,Ecclesiastes,2,6,Eccl2:6 ,"I made me pools of water, to water therewith the wood that bringeth forth trees:"
Old,Ecclesiastes,2,7,Eccl2:7 ,"I got me servants and maidens, and had servants born in my house; also I had great possessions of great and small cattle above all that were in Jerusalem before me:"
