New,Galatians,1,1,Gal1:1 ,"Paul, an apostle, (not of men, neither by man, but by Jesus Christ, and God the Father, who raised him from the dead;)"
New,Galatians,1,2,Gal1:2 ,"And all the brethren which are with me, unto the churches of Galatia:"
New,Galatians,1,3,Gal1:3 ,"Grace be to you and peace from God the Father, and from our Lord Jesus Christ,"
New,Galatians,1,4,Gal1:4 ,"Who gave himself for our sins, that he might deliver us from this present evil world, according to the will of God and our Father:"
New,Galatians,1,5,Gal1:5 ,To whom be glory for ever and ever. Amen.
New,Galatians,1,6,Gal1:6 ,I marvel that ye are so soon removed from him that called you into the grace of Christ unto another gospel:
New,Galatians,1,7,Gal1:7 ,"Which is not another; but there be some that trouble you, and would pervert the gospel of Christ."
New,Galatians,1,8,Gal1:8 ,"But though we, or an angel from heaven, preach any other gospel unto you than that which we have preached unto you, let him be accursed."
New,Galatians,1,9,Gal1:9 ,"As we said before, so say I now again, If any man preach any other gospel unto you than that ye have received, let him be accursed."
New,Galatians,1,10,Gal1:10 ,"For do I now persuade men, or God? or do I seek to please men? for if I yet pleased men, I should not be the servant of Christ."
New,Galatians,1,11,Gal1:11 ,"But I certify you, brethren, that the gospel which was preached of me is not after man."
New,Galatians,1,12,Gal1:12 ,"For I neither received it of man, neither was I taught it, but by the revelation of Jesus Christ."
New,Galatians,1,13,Gal1:13 ,"For ye have heard of my conversation in time past in the Jews' religion, how that beyond measure I persecuted the church of God, and wasted it:"
New,Galatians,1,14,Gal1:14 ,"And profited in the Jews' religion above many my equals in mine own nation, being more exceedingly zealous of the traditions of my fathers."
New,Galatians,1,15,Gal1:15 ,"But when it pleased God, who separated me from my mother's womb, and called me by his grace,"
New,Galatians,1,16,Gal1:16 ,"To reveal his Son in me, that I might preach him among the heathen; immediately I conferred not with flesh and blood:"
New,Galatians,1,17,Gal1:17 ,"Neither went I up to Jerusalem to them which were apostles before me; but I went into Arabia, and returned again unto Damascus."
New,Galatians,1,18,Gal1:18 ,"Then after three years I went up to Jerusalem to see Peter, and abode with him fifteen days."
New,Galatians,1,19,Gal1:19 ,"But other of the apostles saw I none, save James the Lord's brother."
New,Galatians,1,20,Gal1:20 ,"Now the things which I write unto you, behold, before God, I lie not."
New,Galatians,1,21,Gal1:21 ,Afterwards I came into the regions of Syria and Cilicia;
New,Galatians,1,22,Gal1:22 ,And was unknown by face unto the churches of Judaea which were in Christ:
New,Galatians,1,23,Gal1:23 ,"But they had heard only, That he which persecuted us in times past now preacheth the faith which once he destroyed."
New,Galatians,1,24,Gal1:24 ,And they glorified God in me.
New,Galatians,2,1,Gal2:1 ,"Then fourteen years after I went up again to Jerusalem with Barnabas, and took Titus with me also."
New,Galatians,2,2,Gal2:2 ,"And I went up by revelation, and communicated unto them that gospel which I preach among the Gentiles, but privately to them which were of reputation, lest by any means I should run, or had run, in vain."
New,Galatians,2,3,Gal2:3 ,"But neither Titus, who was with me, being a Greek, was compelled to be circumcised:"
New,Galatians,2,4,Gal2:4 ,"And that because of false brethren unawares brought in, who came in privily to spy out our liberty which we have in Christ Jesus, that they might bring us into bondage:"
New,Galatians,2,5,Gal2:5 ,"To whom we gave place by subjection, no, not for an hour; that the truth of the gospel might continue with you."
New,Galatians,2,6,Gal2:6 ,"But of these who seemed to be somewhat, (whatsoever they were, it maketh no matter to me: God accepteth no man's person:) for they who seemed to be somewhat in conference added nothing to me:"
New,Galatians,2,7,Gal2:7 ,"But contrariwise, when they saw that the gospel of the uncircumcision was committed unto me, as the gospel of the circumcision was unto Peter;"
New,Galatians,2,8,Gal2:8 ,"(For he that wrought effectually in Peter to the apostleship of the circumcision, the same was mighty in me toward the Gentiles:)"
New,Galatians,2,9,Gal2:9 ,"And when James, Cephas, and John, who seemed to be pillars, perceived the grace that was given unto me, they gave to me and Barnabas the right hands of fellowship; that we should go unto the heathen, and they unto the circumcision."
New,Galatians,2,10,Gal2:10 ,Only they would that we should remember the poor; the same which I also was forward to do.
New,Galatians,2,11,Gal2:11 ,"But when Peter was come to Antioch, I withstood him to the face, because he was to be blamed."
New,Galatians,2,12,Gal2:12 ,"For before that certain came from James, he did eat with the Gentiles: but when they were come, he withdrew and separated himself, fearing them which were of the circumcision."
New,Galatians,2,13,Gal2:13 ,And the other Jews dissembled likewise with him; insomuch that Barnabas also was carried away with their dissimulation.
New,Galatians,2,14,Gal2:14 ,"But when I saw that they walked not uprightly according to the truth of the gospel, I said unto Peter before them all, If thou, being a Jew, livest after the manner of Gentiles, and not as do the Jews, why compellest thou the Gentiles to live as do the Jews?"
New,Galatians,2,15,Gal2:15 ,"We who are Jews by nature, and not sinners of the Gentiles,"
New,Galatians,2,16,Gal2:16 ,"Knowing that a man is not justified by the works of the law, but by the faith of Jesus Christ, even we have believed in Jesus Christ, that we might be justified by the faith of Christ, and not by the works of the law: for by the works of the law shall no flesh be justified."
New,Galatians,2,17,Gal2:17 ,"But if, while we seek to be justified by Christ, we ourselves also are found sinners, is therefore Christ the minister of sin? God forbid."
New,Galatians,2,18,Gal2:18 ,"For if I build again the things which I destroyed, I make myself a transgressor."
New,Galatians,2,19,Gal2:19 ,"For I through the law am dead to the law, that I might live unto God."
New,Galatians,2,20,Gal2:20 ,"I am crucified with Christ: nevertheless I live; yet not I, but Christ liveth in me: and the life which I now live in the flesh I live by the faith of the Son of God, who loved me, and gave himself for me."
New,Galatians,2,21,Gal2:21 ,"I do not frustrate the grace of God: for if righteousness come by the law, then Christ is dead in vain."
New,Galatians,3,1,Gal3:1 ,"O foolish Galatians, who hath bewitched you, that ye should not obey the truth, before whose eyes Jesus Christ hath been evidently set forth, crucified among you?"
New,Galatians,3,2,Gal3:2 ,"This only would I learn of you, Received ye the Spirit by the works of the law, or by the hearing of faith?"
New,Galatians,3,3,Gal3:3 ,"Are ye so foolish? having begun in the Spirit, are ye now made perfect by the flesh?"
New,Galatians,3,4,Gal3:4 ,Have ye suffered so many things in vain? if it be yet in vain.
New,Galatians,3,5,Gal3:5 ,"He therefore that ministereth to you the Spirit, and worketh miracles among you, doeth he it by the works of the law, or by the hearing of faith?"
New,Galatians,3,6,Gal3:6 ,"Even as Abraham believed God, and it was accounted to him for righteousness."
New,Galatians,3,7,Gal3:7 ,"Know ye therefore that they which are of faith, the same are the children of Abraham."
New,Galatians,3,8,Gal3:8 ,"And the scripture, foreseeing that God would justify the heathen through faith, preached before the gospel unto Abraham, saying, In thee shall all nations be blessed."
New,Galatians,3,9,Gal3:9 ,So then they which be of faith are blessed with faithful Abraham.
New,Galatians,3,10,Gal3:10 ,"For as many as are of the works of the law are under the curse: for it is written, Cursed is every one that continueth not in all things which are written in the book of the law to do them."
New,Galatians,3,11,Gal3:11 ,"But that no man is justified by the law in the sight of God, it is evident: for, The just shall live by faith."
New,Galatians,3,12,Gal3:12 ,"And the law is not of faith: but, The man that doeth them shall live in them."
New,Galatians,3,13,Gal3:13 ,"Christ hath redeemed us from the curse of the law, being made a curse for us: for it is written, Cursed is every one that hangeth on a tree:"
New,Galatians,3,14,Gal3:14 ,That the blessing of Abraham might come on the Gentiles through Jesus Christ; that we might receive the promise of the Spirit through faith.
New,Galatians,3,15,Gal3:15 ,"Brethren, I speak after the manner of men; Though it be but a man's covenant, yet if it be confirmed, no man disannulleth, or addeth thereto."
New,Galatians,3,16,Gal3:16 ,"Now to Abraham and his seed were the promises made. He saith not, And to seeds, as of many; but as of one, And to thy seed, which is Christ."
New,Galatians,3,17,Gal3:17 ,"And this I say, that the covenant, that was confirmed before of God in Christ, the law, which was four hundred and thirty years after, cannot disannul, that it should make the promise of none effect."
New,Galatians,3,18,Gal3:18 ,"For if the inheritance be of the law, it is no more of promise: but God gave it to Abraham by promise."
New,Galatians,3,19,Gal3:19 ,"Wherefore then serveth the law? It was added because of transgressions, till the seed should come to whom the promise was made; and it was ordained by angels in the hand of a mediator."
New,Galatians,3,20,Gal3:20 ,"Now a mediator is not a mediator of one, but God is one."
New,Galatians,3,21,Gal3:21 ,"Is the law then against the promises of God? God forbid: for if there had been a law given which could have given life, verily righteousness should have been by the law."
New,Galatians,3,22,Gal3:22 ,"But the scripture hath concluded all under sin, that the promise by faith of Jesus Christ might be given to them that believe."
New,Galatians,3,23,Gal3:23 ,"But before faith came, we were kept under the law, shut up unto the faith which should afterwards be revealed."
New,Galatians,3,24,Gal3:24 ,"Wherefore the law was our schoolmaster to bring us unto Christ, that we might be justified by faith."
New,Galatians,3,25,Gal3:25 ,"But after that faith is come, we are no longer under a schoolmaster."
New,Galatians,3,26,Gal3:26 ,For ye are all the children of God by faith in Christ Jesus.
New,Galatians,3,27,Gal3:27 ,For as many of you as have been baptized into Christ have put on Christ.
New,Galatians,3,28,Gal3:28 ,"There is neither Jew nor Greek, there is neither bond nor free, there is neither male nor female: for ye are all one in Christ Jesus."
New,Galatians,3,29,Gal3:29 ,"And if ye be Christ's, then are ye Abraham's seed, and heirs according to the promise."
New,Galatians,4,1,Gal4:1 ,"Now I say, That the heir, as long as he is a child, differeth nothing from a servant, though he be lord of all;"
New,Galatians,4,2,Gal4:2 ,But is under tutors and governors until the time appointed of the father.
New,Galatians,4,3,Gal4:3 ,"Even so we, when we were children, were in bondage under the elements of the world:"
New,Galatians,4,4,Gal4:4 ,"But when the fulness of the time was come, God sent forth his Son, made of a woman, made under the law,"
